6.616666666666666288e+02 1.143381977237412972e+00
6.616666666666666288e+02 1.471262714505253921e+00
6.616666666666666288e+02 1.893167828588141255e+00
6.616666666666666288e+02 2.436060121598587980e+00
6.616666666666666288e+02 3.134634355406614059e+00
6.616666666666666288e+02 4.033534498995648754e+00
6.616666666666666288e+02 5.190206802438259714e+00
6.616666666666666288e+02 6.678571029647574875e+00
6.616666666666666288e+02 8.593744468350294596e+00
6.616666666666666288e+02 1.105812061584054895e+01
6.616666666666666288e+02 1.422919101269853570e+01
6.616666666666666288e+02 1.830961009647756299e+01
6.616666666666666288e+02 2.356014629263558646e+01
6.616666666666666288e+02 3.031634701151708100e+01
6.616666666666666288e+02 3.900998256577065604e+01
6.616666666666666288e+02 5.019663943032490749e+01
6.616666666666666288e+02 6.459122625471162848e+01
6.616666666666666288e+02 8.311366171989067198e+01
6.616666666666666288e+02 1.069476640255691251e+02
6.616666666666666288e+02 1.376163990833859714e+02
6.616666666666666288e+02 1.770798218851229535e+02
6.616666666666666288e+02 2.278599318665978899e+02
6.616666666666666288e+02 2.932019469950269013e+02
6.616666666666666288e+02 3.772816967750379717e+02
6.616666666666666288e+02 4.854724880932184305e+02
6.616666666666666288e+02 6.246884985675606003e+02
6.616666666666666288e+02 8.038266427317331591e+02
6.616666666666666288e+02 1.034335149513704437e+03
6.616666666666666288e+02 1.330945187240560472e+03
6.616666666666666288e+02 1.712612292322895883e+03
6.616666666666666288e+02 2.203727765751598781e+03
6.616666666666666288e+02 2.835677454444490650e+03
6.616666666666666288e+02 3.648847534896088746e+03
6.616666666666666288e+02 4.695205483278596148e+03
6.616666666666666288e+02 6.041621174735432760e+03
6.616666666666666288e+02 7.774140354241382738e+03
6.616666666666666288e+02 1.000348358486593315e+04
6.616666666666666288e+02 1.287212209618605266e+04
6.616666666666666288e+02 1.656338273097109777e+04
6.616666666666666288e+02 2.131316386238433915e+04
6.616666666666666288e+02 2.742501101393154022e+04
6.616666666666666288e+02 3.528951562380208634e+04
6.616666666666666288e+02 4.540927667558458052e+04
6.716666666666666288e+02 5.843102042491649627e+04
7.025462671721264769e+02 7.518693090596463298e+04
7.520721093176293834e+02 9.674783253738423809e+04
8.012835805075287681e+02 1.244916235826723569e+05
8.611357904097209257e+02 1.601913338602304575e+05
9.254587867309925286e+02 2.061284342305865721e+05
9.945863967986633725e+02 2.652386391602527583e+05
